node,best_radius,best_q,size,members
1542,1,1.924693311789981,5,"['127', '290', '1320', '1739', '45']"
1149,1,1.924693311789981,11,"['656', '1366', '1631', '1476', '1280', '428', '1297', '467', '1337', '751', '1259']"
126,1,1.924693311789981,39,"['1476', '67', '36', '781', '455', '725', '1533', '122', '369', '1660', '467', '1739', '1423', '814', '1821', '1763', '290', '2', '1443', '1147', '1320', '1825', '1593', '318', '1433', '1557', '1837', '127', '287', '471', '1311', '305', '656', '577', '319', '880', '1297', '1068', '1486']"
476,1,1.924693311789981,6,"['488', '1533', '622', '1394', '496', '798']"
1309,1,1.924693311789981,5,"['1821', '465', '1699', '471', '467']"
1170,1,1.924693311789981,7,"['25', '1776', '67', '428', '1311', '1388', '869']"
1748,1,1.924693311789981,6,"['488', '814', '928', '467', '1311', '698']"
1355,1,1.924693311789981,7,"['471', '982', '1147', '176', '1196', '1311', '1374']"
172,1,1.924693311789981,5,"['1476', '127', '1320', '103', '1433']"
1574,1,1.924693311789981,10,"['1543', '557', '781', '471', '1694', '1739', '1320', '669', '103', '869']"
672,1,1.924693311789981,10,"['250', '290', '1653', '1137', '153', '1147', '1320', '1721', '103', '1374']"
969,1,1.924693311789981,12,"['1036', '1476', '1376', '1263', '62', '870', '637', '1660', '1706', '1436', '1721', '523']"
1058,1,1.924693311789981,11,"['1376', '127', '67', '290', '862', '62', '880', '1660', '103', '751', '1142']"
936,1,1.924693311789981,7,"['127', '1297', '982', '1147', '467', '1593', '751']"
1084,1,1.924693311789981,7,"['35', '290', '880', '928', '1721', '682', '38']"
437,1,1.924693311789981,9,"['814', '893', '455', '428', '880', '928', '899', '654', '26']"
644,1,1.924693311789981,16,"['577', '1476', '127', '67', '290', '62', '1807', '1297', '1660', '1701', '467', '1320', '894', '1721', '103', '1259']"
1220,1,1.924693311789981,19,"['781', '467', '682', '1821', '1147', '1593', '318', '127', '471', '1196', '1311', '26', '656', '577', '557', '1280', '1297', '1374', '1259']"
541,1,1.924693311789981,14,"['893', '290', '1350', '862', '1653', '1660', '1694', '1320', '1721', '682', '103', '174', '26', '1374']"
1306,1,1.924693311789981,18,"['656', '1476', '1554', '1821', '127', '1763', '781', '1005', '369', '153', '866', '1147', '1320', '460', '341', '176', '1157', '1311']"
1847,1,1.924693311789981,7,"['1543', '127', '982', '1147', '1593', '1374', '207']"
1567,1,1.924693311789981,22,"['1476', '1660', '467', '682', '1739', '290', '982', '1320', '1721', '103', '45', '1374', '1837', '893', '1142', '305', '557', '1068', '1297', '599', '1086', '878']"
735,1,1.924693311789981,6,"['488', '1524', '560', '1297', '496', '305']"
